o,d,mode,component,value,unit,status,source
202,103,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
202,104,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
202,301,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
202,302,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
202,303,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
202,304,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
203,201,lrt_all_underground,walk,16.413,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
203,202,lrt_all_underground,walk,11.336,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
203,203,lrt_all_underground,walk,11.679,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
203,204,lrt_all_underground,walk,11.798,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
203,205,lrt_all_underground,walk,12.590,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
203,206,lrt_all_underground,walk,12.458,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
203,207,lrt_all_underground,walk,8.653,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
203,208,lrt_all_underground,walk,10.700,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
203,209,lrt_all_underground,walk,14.086,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
203,210,lrt_all_underground,walk,17.373,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
203,211,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
203,212,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
203,213,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
203,214,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
203,215,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
203,216,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
203,217,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
203,101,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
203,102,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
203,103,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
203,104,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
203,301,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
203,302,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
203,303,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
203,304,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
204,201,lrt_all_underground,walk,17.020,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
204,202,lrt_all_underground,walk,11.944,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
204,203,lrt_all_underground,walk,12.287,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
204,204,lrt_all_underground,walk,12.406,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
204,205,lrt_all_underground,walk,13.198,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
204,206,lrt_all_underground,walk,13.066,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
204,207,lrt_all_underground,walk,9.260,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
204,208,lrt_all_underground,walk,11.307,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
204,209,lrt_all_underground,walk,14.694,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
204,210,lrt_all_underground,walk,17.980,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
204,211,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
204,212,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
204,213,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
204,214,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
204,215,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
204,216,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
204,217,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
204,101,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
204,102,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
204,103,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
204,104,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
204,301,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
204,302,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
204,303,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
204,304,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
205,201,lrt_all_underground,walk,18.021,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
205,202,lrt_all_underground,walk,12.944,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
205,203,lrt_all_underground,walk,13.287,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
205,204,lrt_all_underground,walk,13.406,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
205,205,lrt_all_underground,walk,14.198,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
205,206,lrt_all_underground,walk,14.066,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
205,207,lrt_all_underground,walk,10.261,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
205,208,lrt_all_underground,walk,12.308,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
205,209,lrt_all_underground,walk,15.694,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
205,210,lrt_all_underground,walk,18.981,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
205,211,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
205,212,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
205,213,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
205,214,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
205,215,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
205,216,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
205,217,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
205,101,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
205,102,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
205,103,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
205,104,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
205,301,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
205,302,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
205,303,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
205,304,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
206,201,lrt_all_underground,walk,15.773,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
206,202,lrt_all_underground,walk,10.696,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
206,203,lrt_all_underground,walk,11.039,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
206,204,lrt_all_underground,walk,11.158,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
206,205,lrt_all_underground,walk,11.950,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
206,206,lrt_all_underground,walk,11.819,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
206,207,lrt_all_underground,walk,8.013,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
206,208,lrt_all_underground,walk,10.060,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
206,209,lrt_all_underground,walk,13.447,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
206,210,lrt_all_underground,walk,16.733,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
206,211,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
206,212,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
206,213,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
206,214,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
206,215,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
206,216,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
206,217,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
206,101,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
206,102,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
206,103,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
206,104,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
206,301,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
206,302,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
206,303,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
206,304,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
207,201,lrt_all_underground,walk,13.936,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
207,202,lrt_all_underground,walk,8.859,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
207,203,lrt_all_underground,walk,9.202,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
207,204,lrt_all_underground,walk,9.321,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
207,205,lrt_all_underground,walk,10.113,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
207,206,lrt_all_underground,walk,9.981,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
207,207,lrt_all_underground,walk,6.176,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
207,208,lrt_all_underground,walk,8.223,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
207,209,lrt_all_underground,walk,11.609,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
207,210,lrt_all_underground,walk,14.896,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
207,211,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
207,212,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
207,213,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
207,214,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
207,215,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
207,216,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
207,217,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
207,101,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
207,102,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
207,103,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
207,104,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
207,301,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
207,302,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
207,303,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
207,304,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
208,201,lrt_all_underground,walk,14.747,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
208,202,lrt_all_underground,walk,9.670,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
208,203,lrt_all_underground,walk,10.013,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
208,204,lrt_all_underground,walk,10.132,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
208,205,lrt_all_underground,walk,10.924,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
208,206,lrt_all_underground,walk,10.792,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
208,207,lrt_all_underground,walk,6.987,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
208,208,lrt_all_underground,walk,9.034,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
208,209,lrt_all_underground,walk,12.420,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
208,210,lrt_all_underground,walk,15.707,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
208,211,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
208,212,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
208,213,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
208,214,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
208,215,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
208,216,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
208,217,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
208,101,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
208,102,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
208,103,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
208,104,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
208,301,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
208,302,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
208,303,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
208,304,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
209,201,lrt_all_underground,walk,15.696,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
209,202,lrt_all_underground,walk,10.620,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
209,203,lrt_all_underground,walk,10.963,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
209,204,lrt_all_underground,walk,11.082,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
209,205,lrt_all_underground,walk,11.874,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
209,206,lrt_all_underground,walk,11.742,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
209,207,lrt_all_underground,walk,7.936,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
209,208,lrt_all_underground,walk,9.983,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
209,209,lrt_all_underground,walk,13.370,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
209,210,lrt_all_underground,walk,16.657,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
209,211,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
209,212,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
209,213,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
209,214,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
209,215,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
209,216,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
209,217,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
209,101,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
209,102,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
209,103,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
209,104,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
209,301,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
209,302,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
209,303,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
209,304,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
210,201,lrt_all_underground,walk,20.084,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
210,202,lrt_all_underground,walk,15.007,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
210,203,lrt_all_underground,walk,15.350,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
210,204,lrt_all_underground,walk,15.469,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
210,205,lrt_all_underground,walk,16.261,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
210,206,lrt_all_underground,walk,16.129,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
210,207,lrt_all_underground,walk,12.324,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
210,208,lrt_all_underground,walk,14.371,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
210,209,lrt_all_underground,walk,17.757,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
210,210,lrt_all_underground,walk,21.044,min,derived,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
210,211,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
210,212,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
210,213,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
210,214,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
210,215,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
210,216,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
210,217,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
210,101,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
210,102,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
210,103,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
210,104,lrt_all_underground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
