TAZ,bus_stops_n,bus_lines_n,bus_lines,bus_dep_0609,bus_dep_0708,bus_headway_0708_min,bus_best_line_headway_0708_min,bus_direct_reach_taz_n,bus_direct_reach_30min_taz_n,bus_nearest_stop_m,bus_stops_per_km2,bus_LOS_frequency,brt_stops_n,brt_lines_n,brt_lines,brt_dep_0609,brt_dep_0708,brt_headway_0708_min,brt_best_line_headway_0708_min,brt_direct_reach_taz_n,brt_direct_reach_30min_taz_n,brt_nearest_stop_m,brt_stops_per_km2,brt_LOS_frequency,brt_access,brt_lines_named,AggCode_V2,AggAreaName_V2
3403,0,0,,0,0,,,0,0,25274.76,0.00,no service,0,0,,0,0,,,0,0,32815.65,0.00,no service,0,,,
3601,0,0,,0,0,,,0,0,33139.18,0.00,no service,0,0,,0,0,,,0,0,34721.05,0.00,no service,0,,,
3502,0,0,,0,0,,,0,0,37859.36,0.00,no service,0,0,,0,0,,,0,0,42764.04,0.00,no service,0,,,
3910,0,0,,0,0,,,0,0,25917.04,0.00,no service,0,0,,0,0,,,0,0,28752.41,0.00,no service,0,,,
3911,0,0,,0,0,,,0,0,27194.25,0.00,no service,0,0,,0,0,,,0,0,30033.69,0.00,no service,0,,,
3414,0,0,,0,0,,,0,0,25342.20,0.00,no service,0,0,,0,0,,,0,0,32879.16,0.00,no service,0,,,
3415,0,0,,0,0,,,0,0,24803.87,0.00,no service,0,0,,0,0,,,0,0,32294.20,0.00,no service,0,,,
3416,0,0,,0,0,,,0,0,23881.38,0.00,no service,0,0,,0,0,,,0,0,31411.18,0.00,no service,0,,,
3426,0,0,,0,0,,,0,0,19112.82,0.00,no service,0,0,,0,0,,,0,0,26640.00,0.00,no service,0,,,
3404,0,0,,0,0,,,0,0,29285.46,0.00,no service,0,0,,0,0,,,0,0,36810.65,0.00,no service,0,,,
3801,0,0,,0,0,,,0,0,30915.87,0.00,no service,0,0,,0,0,,,0,0,31254.71,0.00,no service,0,,,
3213,0,0,,0,0,,,0,0,43762.53,0.00,no service,0,0,,0,0,,,0,0,50167.25,0.00,no service,0,,,
3106,0,0,,0,0,,,0,0,67166.10,0.00,no service,0,0,,0,0,,,0,0,73131.94,0.00,no service,0,,,
3108,0,0,,0,0,,,0,0,55335.17,0.00,no service,0,0,,0,0,,,0,0,60887.65,0.00,no service,0,,,
3101,0,0,,0,0,,,0,0,77292.11,0.00,no service,0,0,,0,0,,,0,0,84632.84,0.00,no service,0,,,
4010,0,0,,0,0,,,0,0,36687.91,0.00,no service,0,0,,0,0,,,0,0,39522.68,0.00,no service,0,,,
4012,0,0,,0,0,,,0,0,35863.84,0.00,no service,0,0,,0,0,,,0,0,38710.61,0.00,no service,0,,,
4014,0,0,,0,0,,,0,0,35768.82,0.00,no service,0,0,,0,0,,,0,0,38612.10,0.00,no service,0,,,
4015,0,0,,0,0,,,0,0,35009.26,0.00,no service,0,0,,0,0,,,0,0,37853.40,0.00,no service,0,,,
4016,0,0,,0,0,,,0,0,36625.05,0.00,no service,0,0,,0,0,,,0,0,39446.06,0.00,no service,0,,,
3514,0,0,,0,0,,,0,0,39998.31,0.00,no service,0,0,,0,0,,,0,0,43982.78,0.00,no service,0,,,
3519,0,0,,0,0,,,0,0,40825.26,0.00,no service,0,0,,0,0,,,0,0,44536.58,0.00,no service,0,,,
3520,0,0,,0,0,,,0,0,39484.24,0.00,no service,0,0,,0,0,,,0,0,43142.73,0.00,no service,0,,,
3521,0,0,,0,0,,,0,0,40357.12,0.00,no service,0,0,,0,0,,,0,0,43826.60,0.00,no service,0,,,
3310,0,0,,0,0,,,0,0,41394.94,0.00,no service,0,0,,0,0,,,0,0,47741.11,0.00,no service,0,,,
3311,0,0,,0,0,,,0,0,39908.59,0.00,no service,0,0,,0,0,,,0,0,46248.13,0.00,no service,0,,,
3312,0,0,,0,0,,,0,0,39615.45,0.00,no service,0,0,,0,0,,,0,0,46009.71,0.00,no service,0,,,
3313,0,0,,0,0,,,0,0,39069.51,0.00,no service,0,0,,0,0,,,0,0,45375.94,0.00,no service,0,,,
3314,0,0,,0,0,,,0,0,37575.91,0.00,no service,0,0,,0,0,,,0,0,44060.87,0.00,no service,0,,,
3315,0,0,,0,0,,,0,0,38123.35,0.00,no service,0,0,,0,0,,,0,0,44475.29,0.00,no service,0,,,
3316,0,0,,0,0,,,0,0,38315.57,0.00,no service,0,0,,0,0,,,0,0,44536.66,0.00,no service,0,,,
3317,0,0,,0,0,,,0,0,40400.07,0.00,no service,0,0,,0,0,,,0,0,46660.76,0.00,no service,0,,,
3319,0,0,,0,0,,,0,0,41009.65,0.00,no service,0,0,,0,0,,,0,0,47015.85,0.00,no service,0,,,
3704,0,0,,0,0,,,0,0,54071.98,0.00,no service,0,0,,0,0,,,0,0,54598.12,0.00,no service,0,,,
3706,0,0,,0,0,,,0,0,52674.98,0.00,no service,0,0,,0,0,,,0,0,53195.23,0.00,no service,0,,,
3707,0,0,,0,0,,,0,0,53003.47,0.00,no service,0,0,,0,0,,,0,0,53502.90,0.00,no service,0,,,
3708,0,0,,0,0,,,0,0,53799.31,0.00,no service,0,0,,0,0,,,0,0,54280.06,0.00,no service,0,,,
3402,0,0,,0,0,,,0,0,28115.53,0.00,no service,0,0,,0,0,,,0,0,35629.13,0.00,no service,0,,,
3417,0,0,,0,0,,,0,0,22504.08,0.00,no service,0,0,,0,0,,,0,0,30074.35,0.00,no service,0,,,
3510,0,0,,0,0,,,0,0,28489.13,0.00,no service,0,0,,0,0,,,0,0,33223.53,0.00,no service,0,,,
3215,0,0,,0,0,,,0,0,45538.75,0.00,no service,0,0,,0,0,,,0,0,51926.16,0.00,no service,0,,,
3511,0,0,,0,0,,,0,0,35452.50,0.00,no service,0,0,,0,0,,,0,0,39617.74,0.00,no service,0,,,
3516,0,0,,0,0,,,0,0,42192.44,0.00,no service,0,0,,0,0,,,0,0,45824.73,0.00,no service,0,,,
3904,0,0,,0,0,,,0,0,25073.64,0.00,no service,0,0,,0,0,,,0,0,27919.35,0.00,no service,0,,,
3908,0,0,,0,0,,,0,0,24181.05,0.00,no service,0,0,,0,0,,,0,0,27020.94,0.00,no service,0,,,
3906,0,0,,0,0,,,0,0,25513.74,0.00,no service,0,0,,0,0,,,0,0,28359.28,0.00,no service,0,,,
3907,0,0,,0,0,,,0,0,26922.66,0.00,no service,0,0,,0,0,,,0,0,29769.59,0.00,no service,0,,,
3912,0,0,,0,0,,,0,0,28722.16,0.00,no service,0,0,,0,0,,,0,0,31562.99,0.00,no service,0,,,
3919,0,0,,0,0,,,0,0,29259.82,0.00,no service,0,0,,0,0,,,0,0,32097.98,0.00,no service,0,,,
4013,0,0,,0,0,,,0,0,37180.30,0.00,no service,0,0,,0,0,,,0,0,40026.35,0.00,no service,0,,,
4005,0,0,,0,0,,,0,0,34090.73,0.00,no service,0,0,,0,0,,,0,0,36937.45,0.00,no service,0,,,
4004,0,0,,0,0,,,0,0,37012.34,0.00,no service,0,0,,0,0,,,0,0,39854.35,0.00,no service,0,,,
3615,0,0,,0,0,,,0,0,30370.51,0.00,no service,0,0,,0,0,,,0,0,30780.23,0.00,no service,0,,,
3614,0,0,,0,0,,,0,0,31514.49,0.00,no service,0,0,,0,0,,,0,0,31950.55,0.00,no service,0,,,
3616,0,0,,0,0,,,0,0,31910.08,0.00,no service,0,0,,0,0,,,0,0,32219.59,0.00,no service,0,,,
3617,0,0,,0,0,,,0,0,30751.79,0.00,no service,0,0,,0,0,,,0,0,31081.13,0.00,no service,0,,,
3618,0,0,,0,0,,,0,0,30940.98,0.00,no service,0,0,,0,0,,,0,0,31239.44,0.00,no service,0,,,
3619,0,0,,0,0,,,0,0,30810.77,0.00,no service,0,0,,0,0,,,0,0,31022.02,0.00,no service,0,,,
3627,0,0,,0,0,,,0,0,39302.29,0.00,no service,0,0,,0,0,,,0,0,39363.18,0.00,no service,0,,,
3626,0,0,,0,0,,,0,0,39775.94,0.00,no service,0,0,,0,0,,,0,0,39996.74,0.00,no service,0,,,
3423,0,0,,0,0,,,0,0,24835.64,0.00,no service,0,0,,0,0,,,0,0,32004.58,0.00,no service,0,,,
3424,0,0,,0,0,,,0,0,22308.73,0.00,no service,0,0,,0,0,,,0,0,29556.69,0.00,no service,0,,,
3609,0,0,,0,0,,,0,0,33737.40,0.00,no service,0,0,,0,0,,,0,0,34314.32,0.00,no service,0,,,
3612,0,0,,0,0,,,0,0,31009.13,0.00,no service,0,0,,0,0,,,0,0,31584.06,0.00,no service,0,,,
3903,0,0,,0,0,,,0,0,25859.27,0.00,no service,0,0,,0,0,,,0,0,28669.20,0.00,no service,0,,,
3831,0,0,,0,0,,,0,0,35057.18,0.00,no service,0,0,,0,0,,,0,0,37787.51,0.00,no service,0,,,
3826,0,0,,0,0,,,0,0,33240.19,0.00,no service,0,0,,0,0,,,0,0,35975.28,0.00,no service,0,,,
3824,0,0,,0,0,,,0,0,32981.94,0.00,no service,0,0,,0,0,,,0,0,35646.02,0.00,no service,0,,,
3812,0,0,,0,0,,,0,0,32085.31,0.00,no service,0,0,,0,0,,,0,0,33902.65,0.00,no service,0,,,
3810,0,0,,0,0,,,0,0,29818.75,0.00,no service,0,0,,0,0,,,0,0,32183.69,0.00,no service,0,,,
3802,0,0,,0,0,,,0,0,28294.03,0.00,no service,0,0,,0,0,,,0,0,29360.79,0.00,no service,0,,,
4007,0,0,,0,0,,,0,0,32756.45,0.00,no service,0,0,,0,0,,,0,0,35592.06,0.00,no service,0,,,
4020,0,0,,0,0,,,0,0,38857.08,0.00,no service,0,0,,0,0,,,0,0,41603.46,0.00,no service,0,,,
3821,0,0,,0,0,,,0,0,32312.13,0.00,no service,0,0,,0,0,,,0,0,34838.50,0.00,no service,0,,,
3206,0,0,,0,0,,,0,0,59419.78,0.00,no service,0,0,,0,0,,,0,0,66892.41,0.00,no service,0,,,
3207,0,0,,0,0,,,0,0,57678.86,0.00,no service,0,0,,0,0,,,0,0,65121.66,0.00,no service,0,,,
3918,0,0,,0,0,,,0,0,31745.65,0.00,no service,0,0,,0,0,,,0,0,34589.48,0.00,no service,0,,,
3107,0,0,,0,0,,,0,0,57725.62,0.00,no service,0,0,,0,0,,,0,0,63823.94,0.00,no service,0,,,
3103,0,0,,0,0,,,0,0,74863.45,0.00,no service,0,0,,0,0,,,0,0,82047.19,0.00,no service,0,,,
3104,0,0,,0,0,,,0,0,75154.62,0.00,no service,0,0,,0,0,,,0,0,82225.04,0.00,no service,0,,,
4011,0,0,,0,0,,,0,0,34378.67,0.00,no service,0,0,,0,0,,,0,0,37224.32,0.00,no service,0,,,
3804,0,0,,0,0,,,0,0,28440.63,0.00,no service,0,0,,0,0,,,0,0,30449.64,0.00,no service,0,,,
3427,0,0,,0,0,,,0,0,29932.11,0.00,no service,0,0,,0,0,,,0,0,36341.68,0.00,no service,0,,,
3419,0,0,,0,0,,,0,0,23933.60,0.00,no service,0,0,,0,0,,,0,0,31529.72,0.00,no service,0,,,
3412,0,0,,0,0,,,0,0,24983.18,0.00,no service,0,0,,0,0,,,0,0,32551.75,0.00,no service,0,,,
3608,0,0,,0,0,,,0,0,33572.35,0.00,no service,0,0,,0,0,,,0,0,34148.73,0.00,no service,0,,,
4008,0,0,,0,0,,,0,0,33820.44,0.00,no service,0,0,,0,0,,,0,0,36650.21,0.00,no service,0,,,
3429,0,0,,0,0,,,0,0,20677.74,0.00,no service,0,0,,0,0,,,0,0,28139.51,0.00,no service,0,,,
3406,0,0,,0,0,,,0,0,28683.66,0.00,no service,0,0,,0,0,,,0,0,36031.50,0.00,no service,0,,,
3408,0,0,,0,0,,,0,0,27384.79,0.00,no service,0,0,,0,0,,,0,0,34523.67,0.00,no service,0,,,
3409,0,0,,0,0,,,0,0,29649.29,0.00,no service,0,0,,0,0,,,0,0,36254.29,0.00,no service,0,,,
3515,0,0,,0,0,,,0,0,41355.96,0.00,no service,0,0,,0,0,,,0,0,45264.24,0.00,no service,0,,,
3517,0,0,,0,0,,,0,0,40515.64,0.00,no service,0,0,,0,0,,,0,0,44386.17,0.00,no service,0,,,
3518,0,0,,0,0,,,0,0,40794.64,0.00,no service,0,0,,0,0,,,0,0,44590.49,0.00,no service,0,,,
2502,0,0,,0,0,,,0,0,17179.26,0.00,no service,0,0,,0,0,,,0,0,19948.09,0.00,no service,0,,,
1101,0,0,,0,0,,,0,0,5062.56,0.00,no service,0,0,,0,0,,,0,0,5828.84,0.00,no service,0,,,
2210,0,0,,0,0,,,0,0,15545.38,0.00,no service,0,0,,0,0,,,0,0,16407.52,0.00,no service,0,,,
2218,0,0,,0,0,,,0,0,25729.67,0.00,no service,0,0,,0,0,,,0,0,25750.07,0.00,no service,0,,,
2219,0,0,,0,0,,,0,0,20765.33,0.00,no service,0,0,,0,0,,,0,0,23149.13,0.00,no service,0,,,
2408,0,0,,0,0,,,0,0,1308.81,0.00,no service,0,0,,0,0,,,0,0,1308.81,0.00,no service,0,,201.00,TiratCarmel
1920,0,0,,0,0,,,0,0,22668.64,0.00,no service,0,0,,0,0,,,0,0,24125.86,0.00,no service,0,,217.00,Nazareth
1103,0,0,,0,0,,,0,0,6920.98,0.00,no service,0,0,,0,0,,,0,0,7317.30,0.00,no service,0,,,
2111,0,0,,0,0,,,0,0,23030.96,0.00,no service,0,0,,0,0,,,0,0,23454.77,0.00,no service,0,,,
2104,0,0,,0,0,,,0,0,22361.36,0.00,no service,0,0,,0,0,,,0,0,23035.57,0.00,no service,0,,,
2207,0,0,,0,0,,,0,0,9613.21,0.00,no service,0,0,,0,0,,,0,0,9613.21,0.00,no service,0,,,
306,0,0,,0,0,,,0,0,14946.48,0.00,no service,0,0,,0,0,,,0,0,20682.01,0.00,no service,0,,,
2006,0,0,,0,0,,,0,0,22206.14,0.00,no service,0,0,,0,0,,,0,0,24743.78,0.00,no service,0,,,
2001,0,0,,0,0,,,0,0,26767.93,0.00,no service,0,0,,0,0,,,0,0,28462.26,0.00,no service,0,,217.00,Nazareth
2010,0,0,,0,0,,,0,0,26082.55,0.00,no service,0,0,,0,0,,,0,0,27295.97,0.00,no service,0,,217.00,Nazareth
302,0,0,,0,0,,,0,0,23865.40,0.00,no service,0,0,,0,0,,,0,0,30306.13,0.00,no service,0,,,
330,0,0,,0,0,,,0,0,18572.54,0.00,no service,0,0,,0,0,,,0,0,24890.28,0.00,no service,0,,,
333,0,0,,0,0,,,0,0,16862.71,0.00,no service,0,0,,0,0,,,0,0,23521.21,0.00,no service,0,,,
311,0,0,,0,0,,,0,0,16249.20,0.00,no service,0,0,,0,0,,,0,0,23556.18,0.00,no service,0,,,
1937,0,0,,0,0,,,0,0,27847.06,0.00,no service,0,0,,0,0,,,0,0,31648.43,0.00,no service,0,,,
307,0,0,,0,0,,,0,0,23513.33,0.00,no service,0,0,,0,0,,,0,0,27682.74,0.00,no service,0,,,
109,0,0,,0,0,,,0,0,21859.42,0.00,no service,0,0,,0,0,,,0,0,29109.20,0.00,no service,0,,,
312,0,0,,0,0,,,0,0,20629.27,0.00,no service,0,0,,0,0,,,0,0,27683.88,0.00,no service,0,,,
410,0,0,,0,0,,,0,0,9932.54,0.00,no service,0,0,,0,0,,,0,0,14583.74,0.00,no service,0,,,
2217,0,0,,0,0,,,0,0,9028.74,0.00,no service,0,0,,0,0,,,0,0,9595.04,0.00,no service,0,,,
2412,0,0,,0,0,,,0,0,1466.72,0.00,no service,0,0,,0,0,,,0,0,1466.79,0.00,no service,0,,201.00,TiratCarmel
1201,0,0,,0,0,,,0,0,2000.57,0.00,no service,0,0,,0,0,,,0,0,2591.29,0.00,no service,0,,304.00,KiryatHaim West
1306,0,0,,0,0,,,0,0,785.51,0.00,no service,0,0,,0,0,,,0,0,785.51,0.00,no service,0,,208.00,LowerCity
1523,0,0,,0,0,,,0,0,608.39,0.00,no service,0,0,,0,0,,,0,0,608.39,0.00,no service,0,,203.00,HofCarmel-NeveDavid
1515,1,2,10001 83001,54,18,3.33,10.00,11,11,0.00,1.38,A,1,1,83001,36,12,5.00,10.00,9,9,0.00,1.38,A,1,Metronit 1 (red),203.00,HofCarmel-NeveDavid
1718,0,0,,0,0,,,0,0,2925.13,0.00,no service,0,0,,0,0,,,0,0,2925.13,0.00,no service,0,,,
1720,0,0,,0,0,,,0,0,2959.23,0.00,no service,0,0,,0,0,,,0,0,2959.23,0.00,no service,0,,,
1637,0,0,,0,0,,,0,0,1079.79,0.00,no service,0,0,,0,0,,,0,0,1079.79,0.00,no service,0,,,
1627,0,0,,0,0,,,0,0,2904.33,0.00,no service,0,0,,0,0,,,0,0,2904.33,0.00,no service,0,,,
1624,0,0,,0,0,,,0,0,4213.44,0.00,no service,0,0,,0,0,,,0,0,4213.44,0.00,no service,0,,,
1927,0,0,,0,0,,,0,0,25043.31,0.00,no service,0,0,,0,0,,,0,0,25943.08,0.00,no service,0,,217.00,Nazareth
1925,0,0,,0,0,,,0,0,23901.14,0.00,no service,0,0,,0,0,,,0,0,24866.54,0.00,no service,0,,217.00,Nazareth
1910,0,0,,0,0,,,0,0,25211.73,0.00,no service,0,0,,0,0,,,0,0,25919.28,0.00,no service,0,,217.00,Nazareth
1932,0,0,,0,0,,,0,0,25804.76,0.00,no service,0,0,,0,0,,,0,0,26581.83,0.00,no service,0,,217.00,Nazareth
218,0,0,,0,0,,,0,0,6084.61,0.00,no service,0,0,,0,0,,,0,0,12771.77,0.00,no service,0,,,
416,0,0,,0,0,,,0,0,5000.58,0.00,no service,0,0,,0,0,,,0,0,11358.76,0.00,no service,0,,,
103,0,0,,0,0,,,0,0,19738.28,0.00,no service,0,0,,0,0,,,0,0,25319.16,0.00,no service,0,,,
613,0,0,,0,0,,,0,0,2122.61,0.00,no service,0,0,,0,0,,,0,0,8406.27,0.00,no service,0,,,
514,0,0,,0,0,,,0,0,1934.51,0.00,no service,0,0,,0,0,,,0,0,5515.26,0.00,no service,0,,302.00,KiryatYam A
227,0,0,,0,0,,,0,0,4642.29,0.00,no service,0,0,,0,0,,,0,0,11189.32,0.00,no service,0,,,
925,0,0,,0,0,,,0,0,3245.41,0.00,no service,0,0,,0,0,,,0,0,3245.41,0.00,no service,0,,,
2401,0,0,,0,0,,,0,0,1009.22,0.00,no service,0,0,,0,0,,,0,0,1009.22,0.00,no service,0,,202.00,Matam-NeotPeres
2413,1,1,10001,19,7,8.57,15.00,11,10,0.00,3.05,A,0,0,,0,0,,,0,0,2846.99,0.00,no service,0,,201.00,TiratCarmel
1521,1,2,10001 83001,55,19,3.16,8.57,11,11,0.00,1.72,A,1,1,83001,37,13,4.62,8.57,9,9,0.00,1.72,A,1,Metronit 1 (red),202.00,Matam-NeotPeres
2402,0,0,,0,0,,,0,0,671.75,0.00,no service,0,0,,0,0,,,0,0,671.75,0.00,no service,0,,201.00,TiratCarmel
1517,0,0,,0,0,,,0,0,1379.32,0.00,no service,0,0,,0,0,,,0,0,1379.32,0.00,no service,0,,202.00,Matam-NeotPeres
1522,0,0,,0,0,,,0,0,631.84,0.00,no service,0,0,,0,0,,,0,0,631.84,0.00,no service,0,,206.00,BatGalim-KiryatEliezer
1503,0,0,,0,0,,,0,0,513.86,0.00,no service,0,0,,0,0,,,0,0,513.86,0.00,no service,0,,206.00,BatGalim-KiryatEliezer
1520,0,0,,0,0,,,0,0,816.17,0.00,no service,0,0,,0,0,,,0,0,816.17,0.00,no service,0,,203.00,HofCarmel-NeveDavid
2425,0,0,,0,0,,,0,0,9009.54,0.00,no service,0,0,,0,0,,,0,0,11856.52,0.00,no service,0,,,
2427,0,0,,0,0,,,0,0,13986.12,0.00,no service,0,0,,0,0,,,0,0,16824.07,0.00,no service,0,,,
2417,0,0,,0,0,,,0,0,15459.59,0.00,no service,0,0,,0,0,,,0,0,18297.77,0.00,no service,0,,,
2418,0,0,,0,0,,,0,0,16329.26,0.00,no service,0,0,,0,0,,,0,0,19153.90,0.00,no service,0,,,
2424,0,0,,0,0,,,0,0,18949.67,0.00,no service,0,0,,0,0,,,0,0,21778.18,0.00,no service,0,,,
2507,0,0,,0,0,,,0,0,22185.81,0.00,no service,0,0,,0,0,,,0,0,25013.74,0.00,no service,0,,,
1206,0,0,,0,0,,,0,0,1025.74,0.00,no service,0,0,,0,0,,,0,0,1025.74,0.00,no service,0,,,
1204,0,0,,0,0,,,0,0,2070.96,0.00,no service,0,0,,0,0,,,0,0,2070.96,0.00,no service,0,,,
1210,1,3,10001 10002 83001,73,25,2.40,8.57,15,15,0.00,2.92,A,1,1,83001,37,13,4.62,8.57,9,9,0.00,2.92,A,1,Metronit 1 (red),211.00,Bazan-Hutsot
1217,0,0,,0,0,,,0,0,987.05,0.00,no service,0,0,,0,0,,,0,0,987.05,0.00,no service,0,,209.00,Namal-Giborim
1222,0,0,,0,0,,,0,0,1867.94,0.00,no service,0,0,,0,0,,,0,0,1867.94,0.00,no service,0,,211.00,Bazan-Hutsot
1220,0,0,,0,0,,,0,0,1369.50,0.00,no service,0,0,,0,0,,,0,0,1369.50,0.00,no service,0,,210.00,Hamifrats
1802,0,0,,0,0,,,0,0,3649.15,0.00,no service,0,0,,0,0,,,0,0,3649.15,0.00,no service,0,,,
1203,1,2,10001 10002,37,13,4.62,15.00,15,14,0.00,0.94,A,0,0,,0,0,,,0,0,1848.06,0.00,no service,0,,212.00,TsometKiryatAta
701,0,0,,0,0,,,0,0,1239.10,0.00,no service,0,0,,0,0,,,0,0,8704.11,0.00,no service,0,,,
243,0,0,,0,0,,,0,0,5510.46,0.00,no service,0,0,,0,0,,,0,0,13032.52,0.00,no service,0,,,
725,0,0,,0,0,,,0,0,1510.21,0.00,no service,0,0,,0,0,,,0,0,6532.69,0.00,no service,0,,,
905,0,0,,0,0,,,0,0,928.66,0.00,no service,0,0,,0,0,,,0,0,1948.57,0.00,no service,0,,212.00,TsometKiryatAta
915,0,0,,0,0,,,0,0,2185.45,0.00,no service,0,0,,0,0,,,0,0,2744.55,0.00,no service,0,,,
423,0,0,,0,0,,,0,0,11182.01,0.00,no service,0,0,,0,0,,,0,0,13236.21,0.00,no service,0,,215.00,Shefaram
719,0,0,,0,0,,,0,0,1032.88,0.00,no service,0,0,,0,0,,,0,0,5566.83,0.00,no service,0,,,
237,0,0,,0,0,,,0,0,8154.49,0.00,no service,0,0,,0,0,,,0,0,15753.95,0.00,no service,0,,,
238,0,0,,0,0,,,0,0,7736.84,0.00,no service,0,0,,0,0,,,0,0,15301.52,0.00,no service,0,,,
727,0,0,,0,0,,,0,0,3645.60,0.00,no service,0,0,,0,0,,,0,0,8690.93,0.00,no service,0,,,
917,0,0,,0,0,,,0,0,2584.32,0.00,no service,0,0,,0,0,,,0,0,6005.15,0.00,no service,0,,213.00,KiryatAta North
1313,0,0,,0,0,,,0,0,494.35,0.00,no service,0,0,,0,0,,,0,0,494.35,0.00,no service,0,,208.00,LowerCity
1808,0,0,,0,0,,,0,0,4650.47,0.00,no service,0,0,,0,0,,,0,0,4650.47,0.00,no service,0,,,
1809,0,0,,0,0,,,0,0,3116.64,0.00,no service,0,0,,0,0,,,0,0,3116.64,0.00,no service,0,,,
1801,0,0,,0,0,,,0,0,2015.25,0.00,no service,0,0,,0,0,,,0,0,2015.25,0.00,no service,0,,,
1219,0,0,,0,0,,,0,0,752.28,0.00,no service,0,0,,0,0,,,0,0,752.28,0.00,no service,0,,210.00,Hamifrats
1218,0,0,,0,0,,,0,0,1113.48,0.00,no service,0,0,,0,0,,,0,0,1113.48,0.00,no service,0,,210.00,Hamifrats
1221,0,0,,0,0,,,0,0,1409.60,0.00,no service,0,0,,0,0,,,0,0,1409.60,0.00,no service,0,,210.00,Hamifrats
1211,0,0,,0,0,,,0,0,744.97,0.00,no service,0,0,,0,0,,,0,0,744.97,0.00,no service,0,,210.00,Hamifrats
1216,1,2,10001 83001,54,18,3.33,10.00,11,11,0.00,1.66,A,1,1,83001,36,12,5.00,10.00,9,9,0.00,1.66,A,1,Metronit 1 (red),209.00,Namal-Giborim
1214,0,0,,0,0,,,0,0,828.40,0.00,no service,0,0,,0,0,,,0,0,828.40,0.00,no service,0,,,
1224,0,0,,0,0,,,0,0,1238.36,0.00,no service,0,0,,0,0,,,0,0,1238.36,0.00,no service,0,,209.00,Namal-Giborim
1213,0,0,,0,0,,,0,0,603.11,0.00,no service,0,0,,0,0,,,0,0,603.11,0.00,no service,0,,,
1212,1,3,10001 10002 83001,73,25,2.40,10.00,15,15,0.00,0.62,A,1,1,83001,36,12,5.00,10.00,9,9,0.00,0.62,A,1,Metronit 1 (red),210.00,Hamifrats
1205,0,0,,0,0,,,0,0,776.08,0.00,no service,0,0,,0,0,,,0,0,776.08,0.00,no service,0,,,
1207,0,0,,0,0,,,0,0,1276.94,0.00,no service,0,0,,0,0,,,0,0,1276.94,0.00,no service,0,,,
1202,0,0,,0,0,,,0,0,1144.09,0.00,no service,0,0,,0,0,,,0,0,2065.10,0.00,no service,0,,304.00,KiryatHaim West
1208,0,0,,0,0,,,0,0,942.20,0.00,no service,0,0,,0,0,,,0,0,942.20,0.00,no service,0,,211.00,Bazan-Hutsot
1209,0,0,,0,0,,,0,0,891.15,0.00,no service,0,0,,0,0,,,0,0,968.00,0.00,no service,0,,211.00,Bazan-Hutsot
1629,0,0,,0,0,,,0,0,835.77,0.00,no service,0,0,,0,0,,,0,0,835.77,0.00,no service,0,,202.00,Matam-NeotPeres
1628,0,0,,0,0,,,0,0,1210.66,0.00,no service,0,0,,0,0,,,0,0,1210.66,0.00,no service,0,,202.00,Matam-NeotPeres
1518,0,0,,0,0,,,0,0,1390.34,0.00,no service,0,0,,0,0,,,0,0,1390.34,0.00,no service,0,,202.00,Matam-NeotPeres
1709,0,0,,0,0,,,0,0,1971.11,0.00,no service,0,0,,0,0,,,0,0,1971.11,0.00,no service,0,,,
1312,0,0,,0,0,,,0,0,728.44,0.00,no service,0,0,,0,0,,,0,0,728.44,0.00,no service,0,,208.00,LowerCity
308,0,0,,0,0,,,0,0,11334.54,0.00,no service,0,0,,0,0,,,0,0,18468.68,0.00,no service,0,,,
1308,0,0,,0,0,,,0,0,594.38,0.00,no service,0,0,,0,0,,,0,0,594.38,0.00,no service,0,,208.00,LowerCity
1225,1,2,10001 83001,54,18,3.33,10.00,11,11,0.00,1.13,A,1,1,83001,36,12,5.00,10.00,9,9,0.00,1.13,A,1,Metronit 1 (red),208.00,LowerCity
241,0,0,,0,0,,,0,0,14045.76,0.00,no service,0,0,,0,0,,,0,0,21645.41,0.00,no service,0,,,
417,0,0,,0,0,,,0,0,7469.43,0.00,no service,0,0,,0,0,,,0,0,13401.07,0.00,no service,0,,,
1921,0,0,,0,0,,,0,0,23111.54,0.00,no service,0,0,,0,0,,,0,0,24893.46,0.00,no service,0,,217.00,Nazareth
1915,0,0,,0,0,,,0,0,24441.83,0.00,no service,0,0,,0,0,,,0,0,27197.16,0.00,no service,0,,,
2414,0,0,,0,0,,,0,0,5784.71,0.00,no service,0,0,,0,0,,,0,0,8480.91,0.00,no service,0,,,
1105,0,0,,0,0,,,0,0,5674.30,0.00,no service,0,0,,0,0,,,0,0,5674.30,0.00,no service,0,,,
914,0,0,,0,0,,,0,0,3782.50,0.00,no service,0,0,,0,0,,,0,0,6916.87,0.00,no service,0,,213.00,KiryatAta North
911,0,0,,0,0,,,0,0,4559.32,0.00,no service,0,0,,0,0,,,0,0,7654.24,0.00,no service,0,,214.00,KiryatAta North-East
922,0,0,,0,0,,,0,0,5159.65,0.00,no service,0,0,,0,0,,,0,0,8842.38,0.00,no service,0,,214.00,KiryatAta North-East
923,0,0,,0,0,,,0,0,6036.75,0.00,no service,0,0,,0,0,,,0,0,9011.93,0.00,no service,0,,214.00,KiryatAta North-East
234,0,0,,0,0,,,0,0,8902.51,0.00,no service,0,0,,0,0,,,0,0,16499.32,0.00,no service,0,,,
